id,username,created_at,lng,lat,text
1527219211197718531,simonsheppard2,Thu May 19 09:26:48 +0000 2022,-1.4496120000000001,53.3831645,First 10 for me
1527219220559323137,Renascor61,Thu May 19 09:26:51 +0000 2022,-2.1540125000000003,53.0193965,@debedee21 A Busman's.
1527219226351652864,mbs278,Thu May 19 09:26:52 +0000 2022,-1.2074825,53.9318445,"@montie It's never had any strategy Tim, a repeated liar with no discernible ethics as PM was always going to lead… https://t.co/NfTqTiEp0a"
1527219232068575232,BrendanMcCarne6,Thu May 19 09:26:53 +0000 2022,0.5115780000000001,52.2204505,@Miss_ACaldwell @stuglow Norwich 😊
1527219236225142791,burno67,Thu May 19 09:26:54 +0000 2022,-3.9195675000000003,56.019801,"@welshjb Steady on, John 🤣🤣"
1527219238314065926,fiona_gill,Thu May 19 09:26:55 +0000 2022,-2.553705,55.4782845,@PC_Reed Your welcome. 🙂
1527219239140175872,weetammyinspain,Thu May 19 09:26:55 +0000 2022,-4.200441,57.739454,A wee 2 Yr old girl came over to me with her daddy and asked if she could say hello to my Teddy bear 🤣😂🤣 she was so… https://t.co/2HSA4OuXpI
1527219240926908416,APATBillShep,Thu May 19 09:26:56 +0000 2022,-2.915427,53.4198785,@bunnylodge The parade doesn't start until 4pm. If the last one is anything to go by I'll have plenty of time to ge… https://t.co/WLYLF6aSW1
1527219240549371904,quo_knows,Thu May 19 09:26:55 +0000 2022,-2.298134,52.84709,: : Are you a Museum ?Upload your chapter and be part of THEUNIVERSE .Because EVERYTHINGISCONNECTED .#connection… https://t.co/joATC0nGJJ
1527219242281713667,humanenergy5,Thu May 19 09:26:56 +0000 2022,-2.1064075,52.592258,"@CulpinRuth @HelenAshby72 That, and Breaking Bad surely the best things that’s happened on TV ever?! Crediting the… https://t.co/m7fa4vtuPL"
1527219248015323136,KerryKnedler,Thu May 19 09:26:57 +0000 2022,-4.0662275,55.778186,Aw the huns trying to say if Celtic got put out europa final they wouldn't be having a field day.. absolute bullshit 😂
1527219247906103296,nevillebartos12,Thu May 19 09:26:57 +0000 2022,-1.56549,53.801956000000004,"In less than 72 hours the WHO treaty will be put forward giving the unelected, unaccountable @WHO total control in… https://t.co/MEsGCCi9EQ"
1527219249814679553,BrianChapple8,Thu May 19 09:26:58 +0000 2022,-4.6395385000000005,53.308088,@rocknrollgarag1 ❤💔
1527219250439589890,flyingjok,Thu May 19 09:26:58 +0000 2022,-0.442361,51.537060999999994,Its not it’s 😡
1527219253916708864,amysonly145,Thu May 19 09:26:59 +0000 2022,0.127886,51.554019,@TayaTeen20 Dm me your number babe xx
1527219259859935234,lollyjan2003,Thu May 19 09:27:00 +0000 2022,-4.7979325,55.645424,@martinjlansdell Thanks 😊
1527219261512601600,dactahu,Thu May 19 09:27:00 +0000 2022,-4.2417514999999995,55.85830249999999,@ManningOfficial @SBCranford @DWASonline @joseph_lidster 🤣🤣
